agency,description,name,price
My Home Group Real Estate,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,606'}",9325 E Cedar Waxwing Dr Sun Lakes Unit Thirty-Two Phase 2,"$665,000"
Realty Marketing Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,846'}","23820 S Bronze Dr Sun Lakes Unit 36C
Oakwood Section","$660,000"
Realty One Group,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,997'}",10057 E Emerald Dr Sun Lakes Unit 45A,"$655,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,728'}",32614 N 227th Ave  ,"$1,999,500"
Homesmart,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '6,289'}",24235 W Pinnacle Vista Dr  ,"$1,875,000"
Realty Executives,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,374'}",10433 N 115th Dr Agua Fria Ranch Phase 4,"$545,000"
Lgi Homes,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,486'}",11508 W Arron Dr Ridgeview,"$519,900"
Lgi Homes,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,165'}",11537 W Arron Dr Ridgeview,"$489,900"
Dpr Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft. Lot': '4,950'}",11602 W Carol Ave Agua Fria Ranch Phase 2,"$485,000"
Homesmart,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,320'}",29234 N 203rd Ave Wittmann,"$1,500,000"
Western Az Ranch & Real Estate Llc,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,450'}",28725 N 210th Ave  ,"$1,150,000"
Valley Of The Sun Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,627'}",30214 N 229th Ave N 145F Of S 290F Of Fol Desc Prop E2 E2 Nw4 Se4 Sec 22 Ex N 740F Th/Of,"$875,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,619'}",20025 W Hunter Dr Meets And Bounds,"$875,000"
Your Home Sold Guaranteed Realty Az,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,199'}",29415 N 259th Ave  ,"$850,000"
Platinum Living Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,864'}",30616 N 228th Ave  ,"$850,000"
Exp Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,776'}",21108 W Caravaggio Ln  ,"$834,500"
"Equity Realty Group, Llc","{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,002'}",21627 W Montanoso Dr  ,"$820,000"
Prestige Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,067'}",24548 W Desert Vista Trl Patton Place Estates Unit 1 Amd,"$799,900"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,375'}",11593 W Palo Verde Ave Agua Fria Ranch Phase 2,"$478,000"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,795'}",11543 W Arron Dr Ridgeview,"$455,900"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,795'}",11520 W Arron Dr Ridgeview,"$451,900"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,795'}",11524 W Camden Dr Ridgeview,"$447,900"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,540'}",11490 W Arron Dr Ridgeview,"$438,900"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,540'}",11502 W Arron Dr Ridgeview,"$436,900"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,540'}",11514 W Arron Dr Ridgeview,"$433,900"
The Noble Agency,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,375'}",11570 W Schleifer Dr Agua Fria Ranch,"$425,000"
Caruso Real Estate,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,198'}",22334 W Bobwhite Way Courtland Communities,"$790,550"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,512'}",17712 W Maryland Ave  ,"$1,700,000"
Realty One Group,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,960'}",19312 W Puget Ave Sonoran Ridge Estates Unit 1,"$1,600,000"
West Usa Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,387'}","6008 N 185th Ave Romola 46 Blks 4900-4907, 4924-4937, 4954-4961","$1,290,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,960'}",7509 N 183rd Ave Romola Of Arizona Grape Fruit Unit No. 42 Resubdiv,"$1,170,000"
Jason Mitchell Real Estate,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,987'}",18221 W North Ct Cortessa,"$1,139,000"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,767'}",10104 N 175th Ave  ,"$1,096,999"
Exp Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,739'}",16127 W Camden Ave Twelve Oaks Estates,"$995,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,012'}",10226 N 171st Dr  ,"$964,000"
Realty One Group,"{'Beds': '5', 'Baths': '2', 'Sq.Ft.': '2,670'}","6644 N Citrus Rd Romola 46 Blks 4900-4907, 4924-4937, 4954-4961","$949,900"
Realty One Group,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,820'}",8721 N 193rd Dr Sonoran Ridge Estates Lot 78 Replat,"$949,900"
Sound Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '6,923'}",9924 N 184th Dr Cortessa,"$897,000"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,682'}",6041 N 186th Ave Clearwater Farms Estates,"$859,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '3', 'Baths': '4', 'Sq.Ft. Lot': '17,591,531'}",19920 W Verde Hills Dr Powell Ranch - Equestrian Estate,"$12,000,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '3', 'Baths': '4', 'Sq.Ft. Lot': '4,720,597'}",19920 W Verde Hills Dr Powell Ranch - Equestrian Estate,"$7,500,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,236'}",4620 Desert Willow Dr Black Mountain Ranches,"$2,400,000"
Platinum Living Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,074'}",20875 W Lazy Ranch Rd Matthie Ranch,"$2,250,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,260'}",1201 E Easy St Metes & Bounds,"$2,200,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,493'}",56444 N Vulture Mine Rd 12.4 Acres,"$1,899,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,462'}",35245 S Turtle Creek Rd  ,"$1,699,000"
Platinum Living Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,995'}",46521 W Trotter Rd J-1 Ranches Resurvey (Survey) Parcels 1-32,"$1,499,000"
Platinum Living Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,205'}",2500 Lupine Ln Three Crosses Subdivision,"$1,450,000"
Tinzie Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,047'}",3180 Rising Sun Ridge Wickenburg Ranch Parcel R,"$1,350,000"
Platinum Living Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,875'}",20820 W Creosote Ln  ,"$1,275,000"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft. Lot': '178,862'}",32XXX S State Route 89 Hwy  ,"$1,250,000"
Realty Executives Arizona Terr,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,223'}",4220 S Macy Circle Rancho Cascabel,"$480,000"
Tierra Antigua Realty,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '1,040'}",810 N Silverbell Rd Santa Maria,"$250,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,655'}",4346 S Escalante Ridge Place  ,"$950,000"
Keller Williams Southern Arizona,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,520'}",4320 E 32nd St Telesco Terrace (1-77),"$279,900"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,152'}",7255 E Snyder Rd Villas At Sabino Canyon Condominiums,"$296,000"
Kms Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '810'}",1220 N Catalina Ave Speedway Addition,"$254,900"
Tierra Antigua Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,446'}",7641 E Dogwood St Pine Grove (1-101),"$300,000"
Long Realty Company,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,882'}",3250 E Pima St Jones Addition,"$500,000"
At Home Desert Realty,"{'Beds': '2', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '1,440'}",5634 W Rocking Circle St Tucson Estates (403-758),"$184,500"
Pcd Realty Llc,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,197'}",7583 S Paseo Del Fado La Estancia De Tucson Sq20182610609,"$393,990"
Pcd Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,353'}",6601 E Via De Los Compas La Estancia De Tucson Sq20182610609,"$335,990"
Pcd Realty Llc,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,915'}",7590 S Caminito Galano La Estancia De Tucson Sq20182610609,"$365,990"
Pro-Formance Realty Concepts,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '4,267'}",17047 E Dixileta Dr  ,"$2,500,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,305'}",17750 E Paria Canyon Dr Verde River Unit 5B,"$2,150,000"
Realty One Group,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,543'}",17413 E Hidden Green Ct Trilogy At Verde River,"$1,995,000"
Realty One Group,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,004'}",17630 E Blaze Ln Trilogy At Verde River,"$1,995,000"
Realty One Group,"{'Beds': '3', 'Baths': '5', 'Sq.Ft.': '4,444'}",26441 N Trails End -- Rio Verde Unit Six Lot 491 Replat,"$1,800,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,249'}",18317 E Massai Point Dr Verde River Phase 6 Unit 6A,"$1,795,000"
Realty One Group,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,683'}",17412 E Hidden Green Ct Trilogy At Verde River,"$1,788,000"
Homesmart,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '3,342'}",17409 E Monument Ct Trilogy At Verde River,"$1,750,000"
Sonoran Properties Associates,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,681'}",17622 E Blaze Ln Trilogy At Verde River,"$1,675,000"
Launch Powered By Compass,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,912'}",17855 E Oak Creek Canyon Ln Verde River Unit 7B,"$1,625,000"
RE/MAX Sun Properties,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,681'}",17236 E Woolsey Way Trilogy At Verde River,"$1,600,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,004'}",28219 N Needle Rock Ct Trilogy At Verde River,"$1,590,000"
Tierra Antigua Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,172'}",560 S Courts Redford Dr New Tucson Unit No. 5 (1-312),"$415,000"
Long Realty Company,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,981'}",13971 E Via Cerro Del Molino Del Webb At Rancho Del Lago Phase II Sq20112850077,"$435,000"
Keller Williams Southern Arizona,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,990'}",10930 S Camino San Clemente Rancho Del Lago (207-388),"$340,000"
Pepper Viner Management Co. Ii Llc,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,538'}",12748 E Red Iron Trl Rancho Del Lago (Blk44),"$349,900"
Long Realty Company,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,230'}",312 S J B Tidwell Place New Tucson Unit No. 5 (1-312),"$385,000"
Aida Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,040'}",14026 E Race Horse Place Fast Horse Ranch (1-114),"$350,000"
Omni Homes International,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,135'}",17301 S Indigo Crest Pass Sycamore Canyon (1-485),"$435,000"
Long Realty Company,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,100'}",13416 S Sonoita Ranch Circle  ,"$444,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,768'}",760 S Ramsay Pollard Place New Tucson Unit No. 5 (1-312),"$385,000"
Long Realty Company,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,784'}",14398 E Sands Ranch Rd Mountain View Ranch (1-362),"$798,200"
Long Realty Company,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,854'}",535 W W Lexington St New Tucson Unit No. 8 (1-455),"$410,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,897'}",766 S Harry P Stagg Dr New Tucson No.2 (1-201),"$429,900"
"Weichert, Realtors - Courtney Valleywide","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,018'}",314 E Del Rio Dr Carriage Lane,"$860,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,742'}",120 E Rio Salado Parkway #101 Edgewater Hayden Ferry Lakeside Condo Amd,"$859,000"
Cambridge Properties,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,529'}",390 S Farmer Ave Farmer Avenue Lofts,"$839,900"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,895'}",1337 E Northshore Dr Lakes Tract E,"$804,900"
Desert Properties Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,308'}",194 W Sunburst Ln Alisanos 2Nd & 3Rd Amd,"$795,000"
Denmar Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,277'}",1957 E Palomino Dr Estate La Colina Unit 4,"$760,000"
Realty One Group,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,661'}",224 W Buena Vista Dr Parke Tempe,"$750,000"
Locality Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,588'}",941 E Libra Dr Westchester Estates,"$749,000"
West Usa Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,355'}",1852 E Geneva Dr Knoell Tempe,"$745,000"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,091'}",1134 E Loyola Dr Tempe Royal Palms Unit 4,"$739,900"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,929'}",2629 S Country Club Way Santo Tomas,"$729,995"
"Zion Realty, Llc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,370'}",1620 E Weathervane Ln Lakes Tract C2,"$719,000"
Lennar Sales Corp,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,375'}",11008 W Trumbull Rd Verde Trails Parcels 1 & 2,"$504,990"
Century 21 Arizona Foothills,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '3,246'}",4711 S 109th Ave Verde Trails Parcel 4,"$500,000"
"Offerpad Brokerage, Llc","{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,972'}",3830 S 94th Ln Tivoli,"$499,900"
West Usa Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,274'}",11131 W Levi Dr Verde Trails 2,"$498,500"
Your Home Sold Guaranteed Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,325'}",9629 W Atlantis Way Sunset Farms Unit 4,"$494,000"
Arizona Best Real Estate,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,945'}",4413 S 108th Ave Verde Trails,"$489,990"
Kenneth James Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,645'}",9313 W Odeum Ln Tivoli,"$489,900"
Arizona Best Real Estate,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,688'}",3753 S 95th Dr Jacquelynn Ranch,"$487,990"
Arizona Best Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,075'}",10814 W Luxton Ln Verde Trails,"$479,990"
Lennar Sales Corp,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,274'}",11220 W Levi Dr Verde Trails 2,"$479,990"
Landsea Homes,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,162'}",4212 S 105th Ln Sunset Farms Parcel 4,"$474,900"
Arizona Best Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,331'}",10806 W Luxton Ln Verde Trails,"$469,990"
West Usa Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,726'}",23109 N Cardenas Dr Corte Bella Country Club Phase 3 Santa Barbara,"$684,000"
Realty One Group,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,931'}",13402 W Micheltorena Dr Corte Bella Country Club Phase 1 Unit E,"$680,000"
Home Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,199'}","15327 W Huron Dr Sun City West 45A Lot 1-18 Tr A, B","$675,000"
Homesmart,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,582'}",12832 W La Vina Dr Corte Bella Country Club San Luis  Unit G,"$669,000"
Homesmart,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,559'}",22917 N Pedregosa Dr Corte Bella Country Club,"$649,900"
Home Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,150'}",15155 W Via Manana -- Sun City West Unit 57,"$649,000"
Home Realty,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,933'}",15224 W Domingo Ln Sun City West Unit 58,"$645,000"
Rethink Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,362'}",12840 W Santa Ynez Dr Corte Bella Country Club,"$640,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,143'}",12828 W El Sueno Dr Corte Bella Country Club Lot 26 Unit I La Posada,"$640,000"
West Usa Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,332'}",21116 N Verde Ridge Dr Sun City West Unit 49 Replat,"$639,900"
RE/MAX Solutions,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,124'}",12530 W Skylark Dr Sun City West Unit 16,"$635,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,528'}",13922 W Terra Vista Dr Sun City West 35 Lot 1-411 Tr A-G,"$625,000"
"International Real Estate Professionals, Llc","{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,254'}",66226 65th St  ,"$589,500"
Keller Williams Realty Professional Partners,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,152'}",40313 Avenue 59 1/4 Ave Rural,"$250,000"
"International Real Estate Professionals, Llc","{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '600'}",67897 Monroe St Salome Heights,"$149,500"
Century 21 Arizona West,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '840'}",66788 Cactus St Keller Retirement Community 6,"$178,900"
Long River Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,024'}","39794 Idaho Way Multiple Parcels, To Be Provided By Title","$160,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,174'}",10106 W Concho Circle Sun City Unit 51,"$550,000"
Morgan Taylor Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,639'}",24723 N 114th Ave Metes & Bounds,"$549,900"
My Home Group Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,946'}",11830 N Rio Vista Dr Sun City Unit 10,"$549,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,938'}",10765 W Utopia Rd Palm Tree Estates,"$545,000"
Niksi,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,150'}",9714 W Briarwood Circle Sun City Unit 32,"$539,000"
Homesmart,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,092'}",16017 N 109th Ave Sun City Manor,"$525,000"
"Real Broker Az, Llc","{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,190'}",10914 W Tropicana Circle Sun City Unit 11,"$525,000"
My Home Group Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,092'}",16016 N 109th Dr Sun City Manor,"$524,900"
A.Z. & Associates,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,467'}",11942 W Carlota Ln Rio Sierra Amd,"$519,900"
Second Mile Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,067'}",9917 W Cameo Dr Sun City 19,"$510,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,975'}",10926 W Meade Dr Sun City Unit 23,"$509,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,765'}",11108 W Tiffany Ct Sun City,"$499,500"
Az Flat Fee,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,404'}",4 Figueroa Ct Tubac Valley Country Club Estates,"$775,000"
"First United Realty, Inc","{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '4,318'}",3 Court Libres Tubac Valley Country Club Estates,"$1,495,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,706'}",2216 Paseo Tumacacori Barrio Cielito II Bosque,"$443,000"
Realty Executives Arizona Territory,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,507'}",38 Via Campestre Centro Villas,"$465,000"
Russ Lyon Sotheby's Internatio,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,800'}",42 Calle Solares Tubac Golf Resort Development,"$625,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,539'}",511 Post Way Barrio Embarcadero,"$368,000"
Russ Lyon Sotheby's Internatio,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,627'}",38 Calle Maria Elena Barrio De Tubac,"$875,000"
Realty Executives Arizona Territory,"{'Beds': '1', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '875'}",907 Lombard Way Barrio Embarcadero,"$260,000"
Realty Executives Arizona Territory,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,771'}",124 Geary Rd Barrio Trails Head,"$498,000"
"Long Realty Tubac, Rio Rico, N","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,786'}",115 Powell Court Barrio Trails Head,"$495,000"
Russ Lyon Sotheby's Internatio,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,800'}",74 Sahuaro Ct Tubac Golf Resort Development,"$534,289"
Russ Lyon Sotheby's Internatio,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,346'}",72 Sahuaro Ct Tubac Golf Resort Development,"$635,236"
"Cactus Mountain Properties, Llc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,791'}",10423 E Sunnydale Dr Sun Lakes Unit 22,"$650,000"
Launch Powered By Compass,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,180'}",26607 S Digswell Ct Sun Lakes Unit 14,"$649,900"
Gentry Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,432'}","10409 E Lambert Dr Sun Lakes 27A Lot 1-17, A-C Replat","$645,000"
Realty One Group,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,862'}","26203 S Flame Tree Dr Sun Lakes 26F Phase 2 Lot 70-132, A-D","$635,000"
Realty One Group,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,984'}",10014 E Coopers Hawk Dr Sun Lakes 29,"$625,000"
Bushnell Real Estate Solutions,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,318'}",26007 S Cedarcrest Dr Sun Lakes Unit 16,"$619,900"
Keller Williams Integrity First,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,579'}",9333 E Cedar Waxwing Dr Sun Lakes Unit Thirty-Two Phase 1,"$600,000"
Keller Williams Integrity First,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,006'}",23832 S Berrybrook Dr Sun Lakes Unit 44,"$599,000"
The Agency,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,997'}",9323 E Rocky Lake Dr Sun Lakes,"$599,000"
"Cactus Mountain Properties, Llc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,098'}",10418 E Spring Creek Rd Sun Lakes,"$595,000"
Perfect Choice Real Estate,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,979'}",26001 S Drifter Dr Sun Lakes Unit 21,"$594,900"
Exp Realty,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,119'}",9620 E Calgary Ave Sun Lakes 10 Lot 1-276 & Tr A-C,"$584,900"
Homesmart,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '500'}",997 S Center A Ave #A Belmont Addition,"$115,000"
Dalton Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '690'}",110 N Pinal Ave  ,"$95,000"
My Home Group Real Estate,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,203'}",533 W Porphyry St Westside Addition To Superior,"$95,000"
North&co.,"{'Beds': '7', 'Baths': '11', 'Sq.Ft.': '10,060'}",8115 N 75th St Paradise Valley Farms,"$12,950,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '8,704'}",42994 N 102nd St Desert Mountain-Saguaro Forest,"$12,750,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '8', 'Baths': '9', 'Sq.Ft.': '12,030'}",18802 N 97th Place Silverleaf Arcadia,"$12,500,000"
The Agency,"{'Beds': '5', 'Baths': '11', 'Sq.Ft.': '5,950'}",8185 E Alameda Rd Tbd,"$12,000,000"
Hague Partners,"{'Beds': '11', 'Baths': '12', 'Sq.Ft.': '20,211'}",9333 E Happy Valley Rd W2 E2 N2 Nw4 Ne4 Ex N 55F,"$12,000,000"
Silverleaf Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '8,889'}",21487 N 110th Place Silverleaf At DC Ranch,"$11,950,000"
Retsy,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '12,797'}",20715 N 103rd Place Silverleaf,"$11,900,000"
Keller Williams Northeast Realty,"{'Beds': '7', 'Baths': '9', 'Sq.Ft.': '11,625'}",9743 E Madera Dr Desert Mountain,"$10,900,000"
Retsy,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '7,100'}",10110 E Siesta Ln Silverleaf,"$10,000,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '7,945'}",9108 E Grapevine Pass -- Desert Mountain,"$10,000,000"
